game,outcome,end_reason,n_moves,loss,steps,timestamp,moves
11,W,value_resign,54,0.178964,55,2026-08-27 12:24:27,a2a4 b7b5 a4b5 e7e5 a1a6 d7d5 b5b6 f8b4 b6c7 b8a6 g2g3 a6c7 g1f3 a8b8 g3g4 a7a6 b1a3 c8f5 f3e5 c7b5 a3c4 b4c3 g4f5 a6a5 b2c3 a5a4 d2d3 g8f6 e5c6 f6h5 c6d8 b8d8 c1g5 h8g8 f2f3 d5c4 g5e7 e8e7 f1g2 c4d3 e2d3 h5g3 h2g3 e7f8 g3g4 f7f6 c3c4 f8e7 e1g1 e7f8 c2c3 a4a3 d3d4 f8e7
12,W,value_resign,53,0.205465,60,2026-08-27 12:28:28,b2b3 b7b5 e2e3 a7a5 f2f3 c7c6 b1c3 a5a4 e1e2 d7d5 d1e1 f7f5 f3f4 h7h6 c1b2 h8h7 c3a4 b5a4 h2h4 e8f7 c2c4 d8d6 b2a3 d6c7 a3b2 c7d7 a1c1 d7e6 b2d4 g7g5 f4g5 h6g5 a2a3 g5h4 b3b4 f8g7 g2g4 g7d4 c4d5 e6d5 e3d4 g8f6 f1g2 f6g4 g2d5 c6d5 c1c8 b8a6 c8a8 a6b4 a3b4 g4f2 e1f2
13,B,value_resign,74,0.227086,65,2026-08-27 12:28:57,e2e4 g7g5 h2h4 b8c6 g1f3 e7e5 d2d4 f8c5 g2g4 a7a6 e1d2 f7f6 b2b4 c5d4 a2a3 d4a1 f3e5 a1b2 h4g5 c6d4 h1h4 b7b5 c1b2 h7h5 c2c3 f6e5 g4h5 g8h6 c3d4 h6f7 d4e5 c8b7 g5g6 d8h4 g6f7 e8f7 d2d3 d7d5 e4d5 h4h5 b1c3 a8b8 e5e6 f7e7 d1h5 h8h5 d3e4 b8a8 c3e2 b7d5 e4f4 a6a5 b4a5 e7d6 e6e7 a8e8 a3a4 b5a4 a5a6 h5h4 f4e3 e8e7 b2e5 d6e5 a6a7 e5f6 e3d2 h4b4 a7a8q d5a8 e2g1 a4a3 f2f4 e7e6
14,W,value_resign,77,0.180385,70,2026-08-27 12:29:38,a2a4 e7e6 c2c3 g7g6 a4a5 b8c6 f2f3 g8e7 e2e3 h7h6 a1a2 h8h7 f1b5 c6e5 d1c2 h6h5 b1a3 e5c4 d2d4 c7c6 e1f2 g6g5 g2g4 c4b6 a5b6 h7h6 h2h4 a8b8 b2b3 h6g6 g1e2 h5g4 f3g4 e6e5 c2b1 c6b5 d4e5 d7d5 e5d6 c8g4 b6a7 b8a8 b1e4 g5h4 d6e7 d8b6 c3c4 b5c4 b3c4 b6c7 e4g4 g6g4 a2b2 f8e7 a3b5 c7d8 b5c3 f7f5 c3a4 f5f4 e2f4 h4h3 f4h3 g4c4 a4b6 e7h4 f2g2 c4g4 g2f3 a8a7 f3g4 d8b6 b2b6 a7a5 h1g1 e8e7 g1h1
15,B,material_adjudication_moderate,79,0.208868,75,2026-08-27 12:30:05,d2d4 e7e6 h2h3 d7d5 c1g5 d8g5 d1d3 g8e7 f2f4 g5f4 g2g3 e8d7 g3f4 e6e5 d3b3 g7g6 e2e3 h7h5 f4e5 h5h4 e1e2 g6g5 b1c3 e7g6 b3c4 f8g7 a1c1 d5c4 f1g2 b8c6 c1d1 a7a5 b2b3 c4b3 a2b3 g5g4 h3g4 c6b4 h1h4 h8h4 d1e1 b7b5 g2a8 b4c2 c3b5 c2e1 a8f3 a5a4 b3a4 c7c6 b5a7 c8b7 f3g2 e1g2 a4a5 g7e5 d4e5 f7f5 e5f6 d7e8 e2f1 g2e1 f1e1 h4g4 a5a6 b7a6 a7c6 a6c4 g1f3 c4d5 c6e5 g6e5 f3e5 g4h4 e1f2 h4h5 f6f7 e8e7 e5g4
16,B,material_adjudication_moderate,79,0.184917,80,2026-08-27 12:30:06,b2b4 f7f5 g2g4 b7b6 a2a4 b8a6 e2e4 b6b5 f1g2 g7g6 a4a5 f5e4 d2d3 d7d5 a1a2 a8b8 f2f4 c7c6 f4f5 e4d3 c2d3 e8f7 d3d4 a6b4 d1b3 d8c7 b3b4 c7d7 c1d2 d7d6 b4d6 e7d6 b1c3 g6f5 c3b5 c6b5 g2h3 f5g4 a2b2 g4h3 g1h3 c8b7 d2g5 g8f6 e1g1 f8e7 g5f4 b8c8 b2b5 b7a8 b5b3 f6e4 h3f2 f7g7 f2e4 d5e4 d4d5 a8d5 f1b1 h8f8 b1b2 c8b8 b3b8 f8f4 a5a6 f4f5 b8b3 f5f4 b3c3 f4f5 c3c2 f5e5 c2c1 d5e6 b2b1 h7h6 b1b2 h6h5 b2c2
17,B,value_resign,52,0.225789,85,2026-08-27 12:30:45,c2c3 a7a5 c3c4 c7c6 h2h3 a5a4 d2d3 d7d6 c4c5 b8d7 b1a3 d6c5 b2b3 h7h5 c1g5 f7f6 b3a4 a8b8 d1c2 h5h4 g5f6 g8f6 e1d1 g7g6 d1c1 f8h6 c1d1 e7e6 d1e1 e8e7 a3c4 g6g5 c4d6 e7d6 a1b1 g5g4 h3g4 b7b5 a4b5 c6b5 b1b5 b8b5 e2e4 h6f4 f1e2 f6g4 e1d1 h4h3 h1h3 g4f2 d1e1 d8c7
18,B,checkmate,48,0.184704,90,2026-08-27 12:31:35,b2b4 c7c5 d2d4 d7d6 e2e3 b7b6 d1e2 d8c7 c2c4 c8g4 f2f3 e7e6 f3g4 b6b5 g4g5 f7f6 e1d1 b5c4 e3e4 c5b4 d1c2 b8a6 g5f6 g8e7 b1c3 h8g8 a2a3 g7f6 h2h3 b4a3 c3d1 e8d7 d1e3 a6b4 c2c3 f6f5 c3b4 f5e4 c1d2 e7c6 b4c4 a8b8 d4d5 e6e5 c4c3 c6d4 e2c4 b8b3
19,W,material_adjudication,90,0.172600,95,2026-08-27 12:32:28,d2d3 e7e6 h2h4 d7d5 g2g4 g8e7 b1c3 d5d4 e1d2 b8c6 g4g5 c6a5 h1h3 a8b8 b2b4 b8a8 f2f3 h8g8 b4a5 c8d7 c3e4 a8c8 f3f4 e7d5 a1b1 e8e7 c2c4 a7a6 c4d5 e6d5 c1a3 c7c5 b1b2 b7b5 a5b6 d5e4 d1b3 d7h3 f1h3 g7g6 h3c8 d8c8 g1h3 f8g7 b3c2 g8d8 d3e4 f7f5 g5f6 g7f6 c2d3 a6a5 h3g1 a5a4 h4h5 e7d7 e4e5 c5c4 d3c2 c4c3 d2d3 c3b2 e5f6 c8c2 d3c2 g6h5 a3b2 d7e8 c2d3 h5h4 b2a3 h4h3 g1h3 d8d7 h3f2 h7h6 f2d1 e8f7 e2e3 d4e3 d3e3 d7d1 b6b7 d1d7 b7b8q d7d8 b8b4 d8d7 e3e4 f7e6
20,W,value_resign,61,0.163896,100,2026-08-27 12:34:30,a2a4 e7e6 b2b4 f8b4 a4a5 b8a6 a1a2 d7d5 g1h3 h7h6 c2c4 h6h5 a2b2 h8h7 g2g4 b7b5 g4g5 b5c4 f2f3 f7f5 b2b4 a6b4 d2d3 g7g6 d3c4 h7e7 c1f4 h5h4 b1d2 c7c6 e2e3 a7a6 h3f2 e6e5 f4e5 e7e5 d2b3 e5e3 f1e2 e3b3 c4d5 b4d5 d1d2 e8e7 e1d1 d8d7 e2c4 b3b1 d1c2 d7e6 h1b1 e6e5 c4d5 c6d5 f2d3 g8f6 d3e5 h4h3 b1b2 c8b7 c2c3
21,W,material_adjudication_moderate,100,0.171151,105,2026-08-27 12:34:45,a2a4 e7e6 g1h3 b8c6 c2c4 g7g5 h3g5 e8e7 e2e3 a7a5 g2g4 a8a6 d2d4 f8h6 b2b4 a5b4 e1e2 c6b8 f1g2 f7f6 h1g1 f6g5 e2f3 d7d6 d1d3 g8f6 d4d5 e6e5 b1a3 b8d7 a4a5 b4a3 c1a3 a6a5 d3c2 d7c5 a3c5 a5c5 f3g3 c8g4 h2h3 g4h3 g3h3 c5c4 c2c4 d8c8 h3g3 f6h5 g3h2 g5g4 c4g4 c8g4 g2h1 h6f4 e3f4 e5f4 g1g4 c7c6 a1a5 c6d5 h1g2 f4f3 g2f3 h8d8 g4h4 h5f4 h4f4 d8f8 a5a7 f8f4 a7b7 e7d8 h2g3 d5d4 g3f4 d8c8 f3g2 d6d5 g2f3 c8b7 f4g5 b7c8 f3d5 h7h5 g5h5 d4d3 f2f4 d3d2 d5b3 d2d1q b3d1 c8d8 d1e2 d8e8 e2d3 e8f8 d3b5 f8e7 h5g4 e7e6
22,B,value_resign,100,0.221765,110,2026-08-27 12:34:45,h2h4 a7a5 f2f3 f7f5 b2b3 e8f7 e2e3 d7d5 c2c4 c7c5 d2d3 f5f4 g1e2 g8f6 e3e4 h7h5 e4d5 f6h7 e2c3 a5a4 c1d2 e7e6 d5e6 f7e8 e1f2 g7g6 f2e1 b7b6 c3d5 h8g8 d5f4 c8e6 f4e6 e8d7 e6d8 f8g7 a2a3 g7a1 f3f4 g8g7 h1h2 d7d8 d3d4 a1d4 b3a4 g7g8 h2h1 d8c7 a4a5 b6a5 a3a4 b8a6 f1d3 a6b4 e1e2 b4d3 e2d3 a8b8 d2c3 c7d7 c3d4 b8b7 d1e1 g8g7 b1c3 c5d4 e1e2 d4c3 d3c3 g6g5 f4f5 g5h4 h1h4 b7b8 g2g4 b8e8 e2a2 e8e7 a2a1 h5g4 a1a2 h7f6 a2c2 e7e8 c3d3 e8d8 d3d4 g4g3 c2d3 d8e8 d3c2 g3g2 c2d1 g2g1q d1g1 g7g1 h4h5 f6g4 f5f6 g4e3
23,W,value_resign,53,0.242385,115,2026-08-27 12:35:11,b2b3 a7a5 a2a4 b7b6 b1a3 b6b5 d2d3 f7f5 a4b5 g7g6 b5b6 d7d6 f2f4 g6g5 h2h3 e7e6 d1d2 c7c5 e2e3 b8a6 e1f2 d8d7 g2g3 g5f4 g3f4 a6b8 c2c3 h7h6 c3c4 g8f6 f1g2 h8h7 g2a8 b8a6 g1f3 e8d8 a1b1 f6g4 h3g4 f5g4 f2e2 g4f3 a8f3 a6b4 b1b2 b4c6 d2d1 c6d4 e3d4 c8b7 b3b4 c5b4 h1h3
24,W,value_resign,30,0.162958,120,2026-08-27 12:35:11,b1c3 b7b5 a2a4 a7a5 c3d5 b5b4 a1b1 b8a6 d5c7 d8c7 c2c4 d7d5 d2d3 d5d4 g1h3 f7f6 h3f4 g7g5 g2g4 c7f4 c1f4 a8b8 f4b8 a6b8 b2b3 c8f5 g4f5 e8f7 e2e3 b8a6
25,B,value_resign,28,0.152041,125,2026-08-27 12:36:13,f2f3 d7d5 a2a4 a7a6 f3f4 g7g6 b2b3 c8d7 a1a3 e7e5 e2e4 h7h5 c2c3 g8f6 g1h3 f8b4 f1c4 b4a3 d2d3 d5c4 b3b4 a8a7 h1g1 a3c1 d1c2 e8f8 e1d1 f6e4
26,W,value_resign,65,0.225076,130,2026-08-27 12:36:25,b2b4 c7c5 e2e3 g8h6 d2d4 b8c6 g1e2 g7g5 f2f3 f7f6 b4b5 c6d4 e3d4 d7d6 g2g4 h6g4 f1g2 a8b8 h2h3 g4f2 c2c4 f2d1 d4c5 d8a5 e1d1 c8e6 e2d4 e8d7 d4e6 d6d5 a2a4 d7e6 h3h4 f8g7 h4g5 b8d8 c1d2 a5c7 g5f6 e6f6 c4d5 h8f8 d5d6 e7d6 c5d6 c7d6 h1f1 h7h6 b1a3 f6f5 f3f4 d8d7 a4a5 g7b2 a1b1 b2d4 d1c2 d6e6 g2h3 f5e4 h3e6 h6h5 a3c4 h5h4 b1a1
27,W,value_resign,65,0.169379,135,2026-08-27 12:36:50,g2g3 f7f5 d2d3 e8f7 e2e3 b7b6 c2c4 c7c6 a2a3 c6c5 b1c3 e7e5 c3e2 d8c7 g1h3 g8h6 h1g1 h6g8 g3g4 f7e6 b2b4 c8b7 c1d2 c7c6 b4c5 a7a6 d2a5 f8e7 g4f5 e6f5 e1d2 b6a5 d1b3 c6c5 b3b7 c5c8 b7a8 e7d6 g1h1 g7g6 f1g2 g8f6 h3g5 h8e8 g5h7 f6h7 g2h3 f5g5 a1a2 c8d8 f2f3 a5a4 d2c2 h7f6 c2c3 b8c6 a8a6 d8c7 a6b5 c7b6 b5b6 e8g8 a2b2 g8g7 b2b1
28,W,checkmate,15,0.205333,140,2026-08-27 12:38:17,a2a4 e7e5 g1h3 g8e7 b1c3 d7d5 h1g1 e5e4 h3g5 b8d7 g5e4 a7a6 f2f4 c7c6 e4d6
29,B,value_resign,52,0.191234,145,2026-08-27 12:40:16,b2b4 a7a5 b1c3 b7b5 g1f3 a5a4 d2d4 c7c6 c3b5 b8a6 e1d2 g7g5 b5d6 e7d6 a2a3 d8c7 f3g5 f7f5 c2c4 f5f4 g2g3 f8h6 h1g1 h6g5 b4b5 g5h6 d2e1 f4g3 h2g3 a6c5 b5b6 c7b6 d4c5 d6c5 c1h6 b6c7 a1c1 c8b7 d1c2 g8h6 e1d1 h8f8 e2e4 d7d6 d1e2 b7c8 c2a4 a8a4 f1g2 f8f2 e2e1 e8d7
30,W,value_resign,31,0.213644,150,2026-08-27 12:41:11,e2e3 b8c6 f2f3 h7h5 d2d3 d7d6 e3e4 d6d5 a2a4 g8f6 g1e2 g7g6 g2g4 a7a6 c2c3 c6b4 c3b4 b7b5 a4b5 a6b5 a1a8 c8e6 f1g2 c7c6 a8c8 f6e4 c8d8 e8d8 b2b3 e4d6 e1f1
31,W,value_resign,61,0.213875,155,2026-08-27 12:43:31,e2e3 h7h6 g2g4 b7b6 d2d3 c8b7 b2b4 g7g6 e3e4 c7c5 b4c5 b6c5 a2a3 b8a6 f2f3 a8b8 h2h3 a6c7 b1d2 g8f6 f1g2 e7e5 a3a4 a7a5 g1e2 c5c4 d3d4 e5d4 e2d4 e8e7 d4b5 c7b5 a4b5 d7d5 a1a5 d8a5 e4e5 f6d7 h3h4 g6g5 h4g5 h6g5 h1h8 a5b5 f3f4 d7b6 f4g5 f7f6 g5g6 f8g7 h8b8 f6e5 g2d5 b7d5 g4g5 b5e8 b8e8 e7e8 c1b2 e8d8 e1e2
32,B,value_resign,90,0.157281,160,2026-08-27 12:44:29,b2b3 b7b5 c2c4 a7a5 f2f3 d7d5 e2e3 c7c6 e1f2 a8a6 e3e4 d5d4 c4b5 c6b5 b1a3 f7f6 b3b4 g8h6 a3b5 b8d7 b5d4 h8g8 a2a4 a6a7 g2g4 d7b8 d4c6 d8d7 d2d4 b8c6 b4a5 f6f5 f1g2 a7a5 f2e2 c6b4 e4f5 g7g5 f5g6 f8g7 g6h7 e7e5 h7g8q h6g8 f3f4 e5d4 h2h4 a5d5 g2d5 b4d5 g4g5 d5c3 e2f1 c3d1 h4h5 c8b7 h5h6 d1c3 h6g7 b7h1 a4a5 d7d6 a5a6 e8f7 a6a7 h1c6 a7a8q c6a8 c1d2 d6d5 d2c3 d4c3 g5g6 f7g7 a1a8 g8f6 a8a7 g7g6 g1h3 f6h5 f1f2 d5d4 f2f3 g6f5 a7d7 d4d7 h3g5 d7e8 g5e6 e8e7
33,W,value_resign,55,0.189275,165,2026-08-27 12:44:43,e2e3 h7h6 h2h3 h6h5 d2d4 b7b5 f1b5 c7c5 b1a3 c5d4 e3d4 h8h7 c1g5 f7f6 g2g3 d8b6 a1c1 f6g5 g3g4 b6d6 g1f3 g8h6 f3g5 h5g4 b5f1 e7e5 a3c4 b8c6 c4d6 f8d6 g5h7 a7a5 e1d2 e8f7 c2c3 c8b7 b2b3 g7g5 a2a3 f7g7 c1a1 g7h7 a1b1 g4h3 f2f3 a5a4 b3a4 c6d8 c3c4 h6g4 f1h3 g4e3 d2e3 b7c8 b1b2
34,B,value_resign,61,0.180557,170,2026-08-27 12:45:11,a2a4 d7d5 b2b4 b7b5 a4a5 b8a6 f2f4 c7c6 b1c3 c8d7 c1a3 a6c7 d1c1 h7h6 c1b2 g8f6 g2g3 h6h5 g3g4 h8g8 d2d3 a8b8 c3b5 c6b5 g4g5 f6h7 a5a6 h5h4 c2c4 b8c8 f1h3 d5c4 h3g4 e7e6 d3c4 f7f5 b2c2 f5g4 e2e4 h4h3 c4b5 e6e5 a1b1 e8e7 c2c4 c7b5 f4e5 g7g6 e1f1 f8h6 c4b5 d7b5 g1e2 d8e8 b1b2 h6g5 h1g1 e8f7 f1e1 g8h8 e1d1
35,B,value_resign,98,0.197950,175,2026-08-27 12:46:19,a2a4 a7a5 b2b4 a5b4 g1f3 f7f6 a1a2 d7d6 d2d4 b8d7 h1g1 c7c5 e2e3 a8b8 d4c5 d7b6 c5b6 g7g6 g2g4 c8d7 f1g2 d6d5 e1e2 g8h6 f3h4 h6g8 g1h1 f8h6 h4g6 h7g6 h1f1 g6g5 c2c3 b4c3 b1c3 h6g7 e3e4 e7e5 c1a3 f6f5 g4f5 d5d4 a2b2 d4c3 d1c2 c3b2 c2b2 g5g4 f1d1 g8f6 a3b4 h8h2 b2c1 f6e4 g2e4 g7f6 d1h1 h2h1 c1h1 d7b5 a4b5 g4g3 h1f3 g3f2 e2f2 e8d7 f2e3 d7e8 b4e1 e8f7 e1g3 b8a8 e4b7 a8b8 b7e4 d8d4 e3e2 b8d8 g3h4 f6h4 b6b7 f7e8 b7b8q d8b8 e2f1 d4d6 f3g4 e8d8 f5f6 d6f6 e4f5 f6h6 g4h4 h6h4 f5g6 b8b7 b5b6 d8d7
36,W,value_resign,45,0.204301,180,2026-08-27 12:46:32,b2b4 a7a5 g2g3 a5b4 d2d4 f7f6 a2a3 d7d6 a3b4 b8d7 d4d5 e7e5 g1h3 b7b5 a1a8 d7c5 c2c3 c8a6 c3c4 d8a8 b4c5 b5b4 g3g4 g8e7 e2e4 c7c6 c1a3 f6f5 c5d6 b4b3 h1g1 f5g4 h3g5 h8g8 g5h7 e7f5 e4f5 f8e7 e1d2 g8f8 g1g4 e8f7 b1c3 g7g5 c3e2
37,W,value_resign,77,0.189645,185,2026-08-27 12:46:45,b2b3 h7h6 d2d3 d7d6 c2c4 b7b5 h2h4 f7f6 b3b4 b8c6 b1d2 a7a5 c1b2 a5b4 a2a3 c6d4 h4h5 a8b8 a3b4 d4f3 g2f3 b5c4 a1a4 b8b4 b2c3 b4b5 c3b2 b5h5 b2c3 h5h1 d2c4 h1g1 d3d4 d8d7 e2e4 f6f5 f3f4 c7c6 e4f5 c8b7 c4e5 d6e5 f4e5 d7c7 f5f6 b7a6 f6f7 e8f7 a4a6 g7g5 e5e6 f7e6 a6a7 c7a7 f2f4 g5f4 e1e2 a7a5 c3a5 f8g7 e2e1 e6f6 d1c1 e7e5 d4e5 f6e5 c1c5 e5e6 c5g1 e6d7 g1g7 d7e8 g7g2 c6c5 f1e2 e8f8 e1f1
38,W,value_resign,56,0.206258,190,2026-08-27 12:47:11,e2e3 e7e6 b2b3 e6e5 f2f3 f7f5 c2c4 g7g6 h2h3 f5f4 c1b2 b7b6 b1c3 c7c6 h1h2 e8f7 c3e4 f8c5 g2g4 d7d5 a1b1 c5d4 b2d4 c8g4 f3g4 d5c4 h2e2 e5d4 e3d4 d8h4 e4f2 g8e7 b3c4 a7a6 d1c2 c6c5 g4g5 f4f3 g1f3 b6b5 c2c3 b5b4 f3h4 b4c3 d2c3 h8g8 b1a1 b8c6 d4c5 a8a7 f2d3 c6b4 c3b4 g8h8 e2e4 h8g8
39,B,value_resign,56,0.194324,195,2026-08-27 12:47:35,h2h3 a7a5 f2f3 d7d6 a2a4 h7h6 d2d3 a8a6 b2b4 a5b4 e1f2 d8d7 c1a3 b4b3 g2g4 h6h5 g4g5 b7b5 a4b5 b3c2 d3d4 c2d1q f1g2 d1c2 h3h4 e7e5 f3f4 c8b7 g2f3 d7h3 g1h3 a6a8 a3c1 b8d7 b1a3 a8a3 c1a3 e5d4 a1c1 c2a4 f3b7 a4b5 g5g6 b5b7 a3d6 c7d6 h3g5 g8h6 g5h7 b7d5 h7f8 e8f8 c1c3 h6g4 f2f1 h8g8
40,W,checkmate,77,0.243791,200,2026-08-27 12:47:48,g1f3 f7f6 d2d4 a7a5 a2a3 c7c6 g2g3 e8f7 a1a2 b7b6 f3e5 f7e8 h1g1 d7d5 f2f4 f6e5 e2e3 e8f7 d4e5 f7e6 f1g2 d5d4 c2c3 b8a6 e1f2 e6f7 d1d4 a5a4 d4d8 b6b5 c3c4 g7g5 f4g5 b5c4 b1c3 e7e6 c3a4 c8b7 d8b6 a8b8 f2f3 a6c5 g3g4 c5a4 h2h3 a4b6 f3g3 f8g7 a3a4 g7e5 g3h4 c6c5 a4a5 g8f6 g5f6 h7h6 a5b6 f7f6 g2b7 b8b7 g1g2 f6f7 a2a3 b7b6 g2f2 f7g7 c1d2 e5b2 a3a2 b2d4 e3d4 c5d4 g4g5 b6b8 a2a7 g7g6 f2f6
41,B,value_resign,62,0.205495,205,2026-08-27 12:48:24,a2a3 c7c5 e2e3 b7b6 f2f3 b8a6 c2c4 a8b8 g2g4 f7f6 d2d4 g8h6 g4g5 f6g5 d4d5 b6b5 b1c3 b8b7 g1h3 e7e6 d5e6 d7d6 e1d2 h6f5 d2c2 a6b4 a3b4 b5c4 d1d3 h8g8 b4b5 c4d3 f1d3 a7a6 c1d2 e8e7 e3e4 a6b5 c3b5 c8e6 d3c4 e6c4 b2b3 b7b5 b3c4 b5b4 c2d1 h7h5 a1a6 d8b8 a6c6 b8b7 c6a6 b7a6 d2g5 e7e8 g5d2 b4b7 h3g5 a6a5 d1e1 b7b8
42,B,value_resign,64,0.234194,210,2026-08-27 12:50:11,c2c3 e7e5 c3c4 g8e7 b1c3 d7d5 g2g4 b8d7 g1f3 f7f5 h2h3 f5g4 h1g1 a7a6 g1g4 g7g6 c4d5 c7c5 a2a4 h7h6 a4a5 b7b5 c3b5 a6b5 d5d6 c5c4 h3h4 a8b8 d6e7 f8e7 g4e4 e8g8 d2d4 e5d4 c1h6 d7c5 h6f8 c5e4 f8e7 d8e7 f3d4 e4c5 e2e3 e7h4 a1c1 c8d7 d4c2 c5b3 f1g2 b3c1 d1c1 h4h5 g2f3 h5f3 c2d4 f3a8 e1d1 d7c6 d4c6 a8c6 d1c2 c6b7 a5a6 b7a6
43,W,value_resign,31,0.213754,215,2026-08-27 12:51:12,a2a4 a7a5 b2b3 b7b5 a4b5 a8a7 a1a4 h7h6 a4a3 b8a6 b5a6 a5a4 b3a4 d7d5 a3a1 c7c6 d2d3 d5d4 h2h4 g7g6 c2c4 g8f6 c1d2 a7a8 d2a5 a8a6 a5d8 h6h5 g2g4 f6g4 f1g2
44,B,material_adjudication,66,0.198947,220,2026-08-27 12:52:40,a2a4 c7c5 a4a5 d7d6 g2g4 h7h5 g4h5 g8h6 a1a2 b8c6 f1g2 h6f5 b2b4 e7e5 b4b5 d6d5 d2d4 e8d7 g2f3 c5d4 h2h4 h8h5 c2c3 f5d6 h1h3 h5h4 f3g2 h4h3 g1h3 c6a5 a2a5 d6b5 c3c4 d5c4 a5b5 a7a6 b5e5 f7f6 e5c5 f8c5 b1c3 g7g5 c3d5 d7e8 c1d2 a6a5 d5f4 g5f4 d2a5 a8a5 h3f4 f6f5 g2d5 e8f8 d5c4 d4d3 c4d5 b7b6 f4d3 d8d5 d1d2 c8d7 d3c1 d5c4 d2d3 c4d3
45,B,checkmate,40,0.189636,225,2026-08-27 12:53:30,g1f3 h7h6 a2a3 b7b6 d2d3 b8c6 g2g4 c6d4 f3d4 c7c5 f1g2 a8b8 e1g1 d7d5 b2b4 c5d4 g2f3 g8f6 f3g2 b6b5 f2f4 d8d7 g2d5 f6d5 a3a4 d5e3 c1e3 d4e3 a4b5 e7e6 c2c4 h8g8 f4f5 h6h5 f5e6 d7e6 g4h5 c8b7 b5b6 e6g4
