game,outcome,end_reason,n_moves,loss,steps,timestamp,moves
11,B,material_adjudication,71,0.992807,55,2026-09-04 01:06:34,h2h4 b7b6 d2d4 d7d6 c1e3 a7a5 a2a3 a5a4 b1c3 a8a6 c3a4 d6d5 g1h3 f7f6 g2g3 c8e6 e1d2 b6b5 b2b3 h7h5 c2c3 b5a4 a1c1 a4b3 h3g5 f6g5 f1g2 a6a3 f2f3 c7c5 d1b3 a3a5 d4c5 d5d4 b3e6 g5h4 c3d4 a5a6 g2h3 a6e6 h3e6 g7g5 g3h4 f8g7 h4g5 e8f8 c1f1 b8c6 d2e1 c6d4 f3f4 d4b5 e1f2 g7b2 f1e1 b2a3 e6f5 f8g7 e1g1 e7e6 f5e6 d8e7 e3d4 b5d4 e6f5 d4f5 g5g6 e7f8 g1c1 f5e3 c1c4
12,B,value_resign,56,1.013262,60,2026-09-04 01:08:42,h2h4 b7b6 d2d4 d7d6 c1e3 f7f6 d1d2 a7a5 b2b3 g7g5 d4d5 e7e6 c2c4 a5a4 d5e6 c7c5 h1h3 b8d7 g2g3 g5g4 h3h2 a8a6 e6d7 e8e7 g1h3 g4h3 d2d1 c8d7 f1h3 h7h5 h3d7 d8d7 d1d2 d6d5 c4d5 e7d8 e1f1 d7f7 b1c3 a4b3 a2b3 a6a1 f1g2 f7e7 d5d6 e7e5 c3d5 g8h6 d2b2 e5b2 e3c1 b2b3 c1b2 f8g7 b2a1 h6f5
13,B,material_adjudication_moderate,81,0.932424,65,2026-09-04 01:08:56,e2e3 g7g5 a2a3 c7c6 h2h3 h7h5 a3a4 f7f6 b2b4 a7a5 e3e4 c6c5 b4c5 f6f5 e4f5 a8a7 c1b2 g5g4 b1a3 a7a6 f1a6 f8g7 a3b1 g7b2 a1a3 b2a3 a6f1 e7e6 f5e6 d8h4 h3g4 h4h1 g4h5 h1h5 d1h5 h8h5 b1a3 d7e6 e1e2 h5e5 e2d1 c8d7 a3b5 g8f6 d2d3 e5d5 b5c7 e8d8 c7d5 e6d5 c5c6 b8c6 g2g4 f6g4 f1e2 g4h6 d3d4 c6d4 e2d3 d4c6 g1f3 c6b4 d3b5 h6f7 b5d7 d8d7 c2c3 b4a2 d1c2 b7b6 f3d4 f7d6 f2f4 d6c4 f4f5 d7e7 d4e6 e7d7 f5f6 d7e6 c2d1
14,W,material_adjudication,84,0.955803,70,2026-09-04 01:09:38,d2d3 c7c6 b2b3 b7b6 b1a3 d7d6 a3c4 f7f6 f2f3 c6c5 c4e3 c8e6 e1d2 b8d7 a2a4 a8c8 h2h4 e6b3 c2b3 c8c6 e3g4 d8c8 a1b1 d7e5 c1b2 d6d5 d2e3 a7a5 b1c1 h7h5 g1h3 h5g4 f3g4 e5g4 e3d2 e8d8 h4h5 g8h6 h3f4 c8f5 h1h3 f5f4 e2e3 f4g5 f1e2 h8g8 h3f3 g5h5 b2c3 d5d4 g2g3 g4e3 f3e3 d4e3 d2e3 g7g6 e2h5 g6h5 d1h5 e7e5 c3e5 f6e5 g3g4 g8h8 h5e5 c6g6 e5h8 h6g4 e3f3 g4h6 h8f8 d8d7 f3e2 g6f6 f8b8 f6f8 b8b6 f8b8 b6a5 b8a8 a5a8 h6f5 a8a7 d7e6
15,W,checkmate,33,0.949571,75,2026-09-04 01:09:53,f2f4 a7a5 c2c4 b7b5 c4c5 b8a6 e2e4 a6c5 f1c4 h7h5 d1c2 c5a4 e4e5 c8b7 c4d5 b7d5 c2d3 d5g2 b1a3 g2h1 g1f3 c7c5 f4f5 a8a6 a3c2 d8c8 d3e4 c8b7 e4b7 h1g2 b7a6 g2f3 a6c8
16,B,material_adjudication,87,1.022392,80,2026-09-04 01:10:21,b1a3 a7a5 f2f3 b7b5 c2c4 f7f6 b2b4 g8h6 e2e3 c7c6 a1b1 d7d5 c4d5 c6c5 h2h3 h8g8 a3b5 a5b4 a2a4 e8d7 g2g3 c8b7 d5d6 c5c4 e1e2 b4b3 d6e7 f8e7 e2f2 g8h8 d1e2 h6f5 e3e4 a8a6 d2d4 c4d3 e2b2 h7h6 b5c3 f5d6 h1h2 d8c8 c3e2 d3e2 g1e2 c8c4 e2f4 c4c5 f2e1 g7g6 f1a6 b8a6 e1d1 a6b4 c1d2 d7c6 d2b4 c5b4 b2e2 b4d4 f4d3 d4a4 e4e5 f6e5 h2h1 b7a6 d3c5 c6c5 b1a1 a4a1 d1d2 h8f8 h1a1 a6e2 d2e2 f8g8 a1b1 g8f8 b1b2 c5c4 b2b3 c4b3 h3h4 b3b2 e2e1 b2b1 e1e2
17,W,material_adjudication_moderate,88,1.002558,85,2026-09-04 01:10:34,e2e3 g7g6 h2h3 e7e6 f2f3 g6g5 g2g3 e8e7 a2a3 g8f6 f1b5 c7c6 d2d4 e6e5 b5f1 e5d4 e3d4 b7b6 c2c3 d8c7 c1g5 e7d8 g5f6 d8e8 f1g2 c7d8 g1e2 h8g8 e2g1 f8d6 e1e2 d8f6 e2f1 f6h6 d1e2 e8f8 a3a4 h6c1 e2e1 c1b2 b1d2 b2a1 e1a1 c8b7 g3g4 b8a6 g1e2 h7h5 g4h5 f8e7 h5h6 f7f5 a1b1 a6c7 f3f4 c7e6 a4a5 g8g6 g2c6 d6f4 e2f4 g6h6 c6b7 a8b8 f4g6 e7f7 d2e4 b8b7 a5a6 f5e4 f1g2 f7g6 a6b7 e6c5 g2f2 c5b7 h1h2 h6h5 f2g1 d7d6 d4d5 g6f7 h3h4 e4e3 c3c4 e3e2 h2e2 h5h4
18,W,material_adjudication,82,0.985502,90,2026-09-04 01:10:35,e2e3 g7g6 h2h3 e7e6 f2f3 e8e7 b2b3 b8c6 b1a3 g8h6 g1e2 g6g5 g2g4 d7d5 h3h4 c6b4 h1g1 h6g8 h4g5 d5d4 e3d4 b4a6 f3f4 a8b8 f1g2 a6b4 f4f5 e6e5 c1b2 e5d4 c2c3 h7h5 c3b4 e7d6 g1f1 h5h4 a3b5 d6e7 a2a4 c8d7 b5d4 a7a5 g2h3 a5b4 g5g6 f8h6 f1f2 c7c5 d4c2 c5c4 b2h8 c4b3 f2f3 b3c2 d1c2 b4b3 c2b3 f7g6 f5g6 b7b6 h8c3 h6g7 d2d3 g7d4 e2d4 e7e8 e1f1 d7e6 d4e2 e6b3 a1c1 g8e7 g6g7 e7c6 g4g5 b3a4 g7g8q e8e7 g8h7 e7d6 g5g6 d8g8
19,W,material_adjudication_moderate,98,1.033190,95,2026-09-04 01:12:44,e2e3 a7a5 f1d3 f7f6 d3b5 e7e6 g2g3 c7c6 g1e2 g8h6 e1g1 g7g6 d1e1 c6b5 c2c3 d7d5 e2d4 f8g7 f2f3 e8g8 e1f2 d8d6 d4b5 h6f5 b5d6 f5d6 a2a4 a8a6 a1a3 b8d7 f2e2 d7c5 c3c4 d5c4 a3a2 e6e5 e2e1 c8d7 h2h3 d6f5 d2d4 c4d3 c1d2 a6a8 a2a1 a8b8 e1f2 h7h5 f2g2 b8c8 b1a3 c5a4 a1c1 g6g5 f3f4 g5g4 e3e4 g4h3 g2h3 f5d6 h3d7 c8c7 d7d6 c7d7 d6d7 f8e8 f4f5 e8e7 d2e3 e7d7 g3g4 h5g4 c1b1 d3d2 b1a1 a4b2 a3b1 g8f8 b1c3 b2d3 a1a5 g7h6 e3h6 f8e7 a5a7 d2d1q c3d1 d3f4 h6g5 f6g5 f1e1 f4d3 e1f1 e7f8 a7a1 f8f7 f5f6 f7e6
20,W,material_adjudication,66,1.011614,100,2026-09-04 01:14:03,h2h4 h7h5 a2a3 e7e5 e2e4 a7a5 f2f3 b8c6 g2g3 f8c5 f1b5 c5g1 a3a4 c6d4 a1a2 h8h7 h1g1 g8h6 c2c3 h6f5 e4f5 c7c5 c3d4 f7f6 d4d5 e8f8 b5d3 g7g6 g1g2 f8g7 e1f1 d8c7 d3e4 b7b6 f1f2 g6f5 e4f5 c8b7 f5h7 b7d5 d1c2 e5e4 h7e4 d5e4 f3e4 c7b8 e4e5 d7d5 e5f6 g7f6 f2e1 f6e7 c2d1 c5c4 g3g4 d5d4 g4h5 d4d3 b1c3 b8f8 c3d5 e7d7 h5h6 f8h6 h4h5 h6h5
21,B,material_adjudication_moderate,76,0.885219,105,2026-09-04 01:15:41,b1a3 a7a5 c2c3 b7b5 f2f3 a8a6 f3f4 c7c5 e1f2 a6c6 a3b5 h7h5 g2g3 c8b7 c3c4 c6f6 f1g2 b7c6 d1a4 h5h4 g2c6 d8c8 g3h4 c8c6 a4a5 c6b5 a5b6 b5b6 d2d4 d7d6 d4c5 b6c5 c1e3 f6f5 e3c5 d6c5 e2e4 g8f6 e4f5 f6g4 f2e1 f7f6 g1f3 g4e3 h1g1 e3c2 e1f2 c2a1 g1a1 b8a6 a1c1 e8d7 a2a4 d7c6 b2b3 a6b4 a4a5 b4d3 f2e2 d3c1 e2f2 h8g8 a5a6 g7g5 h4g5 f8g7 g5f6 g7f6 h2h4 g8a8 f3e1 a8f8 a6a7 f8a8 h4h5 e7e5
22,W,value_resign,63,1.027882,110,2026-09-04 01:17:31,f2f3 g7g6 e2e3 g8h6 e3e4 h8g8 g1e2 g8g7 b1a3 g6g5 b2b4 g7g8 d2d4 b7b5 h2h4 g5h4 e1d2 f7f5 h1g1 f5e4 f3e4 b8c6 d1e1 c6d4 e2d4 c8b7 f1e2 f8g7 d4b5 g7a1 g1f1 a1e5 e1h4 a7a6 b5d4 c7c5 b4c5 a8c8 a3c4 e5d4 d2d3 d7d5 c5d6 e8d7 d3d4 e7e6 h4h6 b7e4 d4e5 c8c4 e2c4 g8g6 h6h2 e4f3 g2f3 d8e8 a2a4 g6h6 c1h6 d7c8 h2h1 c8b7 e5d4
23,B,material_adjudication,73,0.988889,115,2026-09-04 01:19:39,h2h4 b7b6 b2b4 a7a5 a2a4 e7e5 c1b2 a5b4 h1h2 d7d6 g2g4 d8e7 c2c4 g7g5 b2e5 d6e5 f1h3 c8f5 g4f5 g8f6 f2f4 b8c6 f4g5 f6g4 h3g4 c6d4 e2e4 h7h5 d1c1 h5g4 h2f2 e8d7 f5f6 e7c5 h4h5 g4g3 g1e2 g3f2 e1f2 d7d6 f2e1 f8e7 f6e7 d4f3 e1d1 h8g8 e7e8q g8e8 d2d4 f3d4 h5h6 d4e2 d1e2 f7f5 g5f6 e8g8 b1d2 g8c8 e2d3 c5f2 h6h7 f2g2 h7h8q c8h8 d2f3 g2f3 c1e3 f3e3 d3c2 c7c5 a1d1 d6c7 d1d3
24,B,material_adjudication_moderate,131,0.926246,120,2026-09-04 01:20:22,e2e3 g7g5 h2h3 e7e6 g2g4 b8c6 a2a4 c6b4 f1e2 b4a6 a4a5 f8g7 e3e4 e6e5 c2c3 d7d5 a1a3 b7b6 a5b6 h7h6 f2f3 a7b6 c3c4 e8e7 a3a5 b6a5 c4d5 a6c5 d2d3 a8a6 d3d4 e5d4 h3h4 a5a4 h4g5 h6g5 h1h8 g7h8 e2a6 c8a6 d1d4 h8d4 c1g5 e7f8 g5d8 c7c6 d8c7 c6d5 e4d5 d4g1 g4g5 f7f6 c7a5 g1d4 a5d2 f8e8 g5f6 g8f6 e1d1 e8d7 b1c3 d4c3 d2c3 f6d5 c3d4 a6b7 d4c5 a4a3 c5a3 d7e8 a3b4 e8d7 b4d2 d7e8 d1e1 e8d7 d2h6 d7e7 h6d2 e7f7 e1d1 b7c8 d1e1 f7e7 e1d1 c8d7 d1e1 e7e8 e1d1 e8e7 d1e1 e7e8 e1d1 e8e7 d1e1 e7e8 e1d1 e8e7 d1e1 e7e8 e1d1 e8d8 d1e1 d8e7 e1d1 e7d8 d1e1 d8c8 f3f4 c8b8 f4f5 d5f6 d2g5 f6e4 f5f6 e4g5 f6f7 g5f7 e1d1 b8a8 d1e1 f7d6 b2b3 d6e4 e1e2 d7e6 e2d3 e4g3 b3b4 e6a2 b4b5
25,W,value_resign,57,1.002326,125,2026-09-04 01:23:39,e2e3 g7g6 a2a4 b7b5 a4a5 b5b4 b2b3 g8h6 e3e4 h8g8 e4e5 d7d5 g2g4 c8a6 d2d3 e8d7 h2h4 d5d4 c1h6 f8h6 f1g2 f7f6 e5f6 g8f8 g2f1 a6b7 f6e7 b7d5 e7d8q d7d8 d1e2 h6e3 g1f3 b8a6 f1g2 a6c5 e1g1 f8f3 g2f3 a8b8 e2d1 b8b6 a5b6 d5f3 d1f3 e3f2 g1f2 a7b6 f3c6 g6g5 c2c4 d4c3 a1a7 g5h4 d3d4 h4h3 d4d5
26,W,value_resign,41,0.941676,130,2026-09-04 01:23:40,h2h4 b7b6 b2b3 c7c5 f2f4 e7e5 c2c4 a7a5 h4h5 a8a6 a2a3 d8h4 h1h4 g8e7 e2e3 c8b7 d1e2 g7g6 h5h6 f7f5 h4h2 a5a4 b3b4 b8c6 d2d3 c6d4 e2d2 d4f3 g2f3 e7c6 b4b5 c6b4 g1e2 e8f7 e3e4 b7d5 b1c3 d5e4 c3e4 e5f4 c1b2
27,B,material_adjudication,66,0.998226,135,2026-09-04 01:25:07,f2f4 b8a6 b2b4 b7b5 c2c4 e7e5 g1f3 h7h6 f3e5 f8d6 b1a3 c7c6 f4f5 c8b7 d2d4 a6b4 e5c6 b7c6 a3b5 c6b5 d1d2 d6e7 a2a3 d8c7 d2b4 e7b4 e1f2 c7b7 c1d2 e8d8 a3b4 b5c4 f5f6 b7b6 f6g7 h8h7 h2h4 d8c8 h4h5 c4d5 d2f4 d5f3 f2f3 b6b4 a1b1 b4b1 h1h2 b1b3 f3e4 c8b7 h2h1 f7f5 e4f5 a7a6 d4d5 a8b8 h1h3 b3c4 h3c3 c4c3 f4e5 d7d6 e5d6 b8a8 g2g4 c3d2
28,W,value_resign,63,0.900791,140,2026-09-04 01:25:08,e2e3 a7a5 g1f3 e7e6 f1a6 a8a6 h1g1 e6e5 h2h3 f8e7 g2g3 e5e4 f3e5 g8f6 f2f3 a5a4 a2a3 d7d5 d2d4 c8f5 e1e2 a6a8 e2f1 e8f8 f1g2 c7c5 g1e1 f5d7 e5d7 d8d7 e1g1 e4f3 g2f3 h7h6 g3g4 f6h5 g4h5 g7g5 h5g6 c5d4 g6g7 f8e8 g7h8q e7f8 f3g2 d7e6 d1h5 e6d6 h8d4 d6e5 g1d1 e5d4 e3d4 e8d8 g2f1 b8d7 a1a2 f8c5 h5h4 f7f6 d1d2 c5d4 f1e1
29,W,material_adjudication,68,1.001878,145,2026-09-04 01:25:23,e2e3 g7g5 h2h3 h7h5 f2f4 c7c5 d2d4 h8h7 e1d2 a7a5 h1h2 f7f5 f4g5 g8h6 g2g4 a5a4 g4f5 h6f7 g5g6 c5d4 c2c3 d4e3 d2e3 h5h4 g6h7 a4a3 b2a3 f8g7 e3f3 b7b6 c1d2 c8b7 f3e2 f7h8 f5f6 g7f6 a3a4 e7e5 b1a3 d8e7 a3c2 d7d6 e2e1 d6d5 f1g2 a8a6 a4a5 b6a5 g2d5 b7d5 d1e2 d5c4 e2c4 a5a4 g1e2 b8d7 h2h1 a6c6 c4c6 e7d6 e2d4 d6c6 d4c6 h8g6 d2c1 e5e4 e1f2 g6e7
30,B,value_resign,66,0.994291,150,2026-09-04 01:25:38,g1f3 h7h5 b2b3 b7b6 b3b4 c7c6 d2d3 a7a5 b1a3 a5b4 c2c4 b4c3 a3c2 d8c7 c1d2 b8a6 a1c1 c6c5 f3h4 f7f5 d2c3 e8f7 f2f3 g8f6 a2a4 a6b8 h4f5 g7g6 f5e7 f8e7 c1a1 c8b7 a4a5 b6a5 e2e3 g6g5 h2h4 c7g3 e1d2 g5g4 f3g4 h5g4 d1e2 d7d5 h4h5 b8a6 c3d4 c5d4 e3d4 f6h5 h1h5 h8h5 c2e3 e7f6 d2c2 b7c6 c2d2 a8h8 e2g4 g3h2 g4h4 h5h4 a1b1 f7g8 b1b3 g8h7
31,W,material_adjudication_moderate,88,0.946733,155,2026-09-04 01:25:53,b1a3 h7h6 a1b1 d7d5 f2f4 a7a6 a3b5 d5d4 d2d3 h6h5 b5a3 c8e6 e2e4 d4e3 f4f5 g7g6 g1f3 g6f5 c1e3 e8d7 b2b3 h8h6 f3e5 d7c8 e3h6 g8h6 d1h5 a6a5 b1d1 a5a4 h5e2 e6d5 e5f3 a4b3 c2b3 c7c5 b3b4 c5b4 d1d2 b4a3 d3d4 h6g8 e2e5 d8d7 f1d3 d5c6 f3g5 b7b5 d4d5 c8b7 d5c6 b7c6 d3b5 c6b7 b5d7 f8h6 d2d3 f7f6 e5c3 f6g5 g2g4 f5g4 h1g1 b7a6 g1g2 b8d7 c3d2 d7e5 d3d4 a8d8 e1d1 d8d4 d2d4 a6b5 d4e5 b5c4 d1c2 g4g3 g2g3 g8f6 e5f5 f6h5 g3g4 h5f4 f5e4 c4c5 e4a8 c5c4
32,B,checkmate,38,0.940443,160,2026-09-04 01:26:33,h2h4 b7b6 f2f4 d7d6 g2g4 g8h6 c2c4 h6g4 f1g2 g4e3 f4f5 b8d7 d2e3 c7c5 a2a4 g7g5 e1d2 c8b7 d1e1 d7e5 b2b4 c5b4 c1b2 e7e6 h4g5 e8d7 g2h3 e5c4 d2d3 h8g8 d3c4 b7h1 b2f6 d8c7 c4b4 h1d5 e3e4 c7c5
33,W,material_adjudication_moderate,78,0.994149,165,2026-09-04 01:26:47,b1a3 h7h6 a1b1 e7e5 g2g4 d7d5 a3b5 e8e7 g1f3 c7c6 e2e3 c8g4 b5a3 g4d7 d1e2 e7e6 h1g1 d8e7 b2b3 g7g5 g1g4 e6f6 g4c4 h6h5 f3d4 g5g4 c1b2 e5d4 c4d4 a7a5 d4f4 f6e6 b2h8 f8h6 b1a1 h6f4 h8b2 e6d6 e3f4 a5a4 b2d4 e7e2 e1e2 f7f6 h2h4 g4h3 f1h3 a4b3 a2b3 g8h6 d4f6 d7h3 f6g5 h6f5 a3c4 d5c4 a1a8 c6c5 a8b8 h3g2 f2f3 c4b3 c2b3 d6c7 b8h8 h5h4 e2f2 h4h3 f2e2 c7d7 e2e1 h3h2 h8h2 d7e8 h2g2 f5d4 b3b4 c5b4
34,B,material_adjudication_moderate,81,1.002667,170,2026-09-04 01:27:40,e2e3 a7a5 g2g3 a5a4 f1b5 g7g5 b1c3 c7c6 h2h3 h7h5 c3e2 a4a3 f2f3 h8h7 e3e4 c6b5 b2a3 g5g4 c2c4 b5c4 a1b1 h5h4 b1b5 d7d5 c1b2 a8a5 d2d4 b8c6 d1b3 e7e5 b5a5 c4b3 h3g4 d5e4 h1h4 d8a5 b2c3 f7f5 c3a5 c6a5 e2f4 e5f4 g4g5 e8e7 h4h7 e7e6 a2b3 f8a3 g1e2 f4g3 b3b4 f5f4 b4a5 e4e3 e2f4 e6d6 f4g6 c8d7 e1d1 a3b4 a5a6 b7a6 g6e5 d7b5 e5d3 b5d3 h7h3 g3g2 h3g3 d6c6 d4d5 c6d5 g5g6 d5d4 g6g7 b4c5 g3g2 c5b4 g2g4 d4c5 g4f4
35,W,material_adjudication,66,0.940450,175,2026-09-04 01:28:06,g1f3 h7h5 f3e5 a7a5 b2b3 a5a4 e5c6 a4b3 f2f3 b8c6 c2c4 g7g5 e1f2 c6e5 a2a4 b7b6 d2d4 e7e6 h2h4 e5g6 h4g5 d8e7 b1d2 a8a5 e2e4 h8h7 g2g4 e7c5 d4c5 g6h4 c1b2 f8c5 f2e2 c8b7 h1h4 f7f5 d2b3 h5g4 b3c5 h7h4 c5b7 e6e5 d1c2 h4h3 b2c3 h3h8 a1d1 g4g3 e2e1 c7c5 d1d2 g8e7 f3f4 a5a4 e4f5 e5e4 c2d1 h8h7 d2e2 e4e3 c3b2 e7f5 f1g2 f5h4 g2e4 g3g2
36,B,material_adjudication,101,1.059806,180,2026-09-04 01:29:37,h2h4 b7b6 b2b3 c7c6 c1b2 c8a6 a2a4 a6b7 a4a5 g8h6 c2c4 f7f6 a1a2 c6c5 h1h3 b6b5 g2g4 b8a6 b2c3 a6c7 a2b2 b7c6 f1g2 a8b8 a5a6 c6g2 f2f4 b5c4 g4g5 c4b3 b2b3 b8b3 d1b3 d7d6 b3b2 c7a6 e1f2 g2h3 g5h6 a6c7 h6g7 f8g7 g1h3 h7h6 h3g1 d6d5 d2d4 c5c4 b2c1 e8f7 c3b2 h6h5 b2c3 a7a6 g1f3 g7h6 c3b2 f7g6 b1d2 a6a5 d2c4 d5c4 c1c4 c7d5 b2c1 d5f4 c1f4 h6f4 c4b5 d8d6 b5c5 d6c5 d4c5 a5a4 c5c6 f4g3 f2g3 h8c8 c6c7 c8c7 f3e5 g6h6 e5d7 c7d7 g3f4 d7d4 e2e4 d4e4 f4e4 a4a3 e4d3 e7e6 d3d4 a3a2 d4c4 a2a1q c4b3 a1b1 b3a3 b1a1 a3b3
37,B,value_resign,26,0.893715,185,2026-09-04 01:29:37,e2e3 g7g6 f2f4 b8a6 e1e2 b7b6 b1c3 e7e5 a2a4 a6b8 f4e5 g6g5 c3a2 c7c6 a4a5 d7d6 g2g3 c8g4 e2d3 g4d1 g1h3 d1c2 d3e2 c2d3 e2d3 d8d7
38,B,value_resign,62,0.907246,190,2026-09-04 01:34:34,b1a3 g8f6 b2b4 b7b5 a3b5 a7a5 g1f3 a5b4 c2c3 b8a6 c3b4 c7c5 d1b3 f6h5 e2e4 f7f5 b3f7 e8f7 c1a3 d7d5 h2h3 g7g6 f3g5 f7f6 e4d5 c5b4 a3b2 e7e5 d2d3 d8d6 b5d6 f8d6 a2a3 f6g5 a3b4 d6b4 b2c3 b4c3 e1e2 c8d7 d3d4 e5e4 a1a3 g5h6 h3h4 h8f8 a3c3 f8e8 e2e1 h5g3 c3f3 a6c7 f1c4 e4f3 e1d1 d7e6 h1e1 g3e4 g2f3 c7d5 c4d5 e6d5
39,W,checkmate,55,0.880916,195,2026-09-04 01:36:16,h2h4 b7b6 b2b3 c7c6 g2g4 a7a6 c2c4 c6c5 d2d4 c5d4 d1d4 a6a5 d4d3 a5a4 b3b4 a8a7 b1c3 f7f5 e1d1 e8f7 c3a4 a7a8 g1h3 a8a4 a1b1 h7h5 f1g2 b8a6 f2f4 h5g4 c4c5 g4h3 c5b6 h3g2 h1g1 d7d6 g1g2 g7g5 h4g5 f8g7 d3c3 a6b4 c3c4 f7f8 d1e1 e7e6 g2g3 f8e7 g5g6 b4a2 c4a4 g7f6 a4a2 e6e5 a2f7
40,W,value_resign,52,0.958885,200,2026-09-04 01:37:02,h2h4 b7b6 b2b3 c7c6 g2g4 h7h5 c2c4 g7g6 f2f4 b8a6 c1b2 d8c7 f1g2 h5g4 b2h8 c7f4 e2e4 f8g7 d2d4 g7h8 c4c5 e7e6 a2a3 e6e5 c5b6 c8b7 e1e2 e5d4 b1d2 a6b4 a3b4 a7b6 d2c4 d7d5 e4d5 c6d5 c4b6 f4e5 e2f1 b7a6 a1a6 a8a6 b6d5 e5d5 g2d5 a6a2 h4h5 e8d8 d1b1 g6h5 g1f3 g4f3
